venue_name,address,rating,reviews,price,type,lat,lng,day_of_week,hour,hour_label,busyness,busyness_info
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Tuesday,23,11 PM,23,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,6,6 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,7,7 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,8,8 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,9,9 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,10,10 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,11,11 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,12,12 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,13,1 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,14,2 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,15,3 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,16,4 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,17,5 PM,50,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,18,6 PM,55,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,19,7 PM,47,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,20,8 PM,47,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,21,9 PM,50,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,22,10 PM,47,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Wednesday,23,11 PM,39,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,6,6 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,7,7 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,8,8 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,9,9 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,10,10 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,11,11 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,12,12 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,13,1 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,14,2 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,15,3 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,16,4 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,17,5 PM,44,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,18,6 PM,47,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,19,7 PM,47,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,20,8 PM,57,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,21,9 PM,76,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,22,10 PM,84,Usually as busy as it gets
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,23,11 PM,76,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,0,12 AM,52,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Thursday,1,1 AM,34,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,6,6 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,7,7 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,8,8 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,9,9 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,10,10 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,11,11 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,12,12 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,13,1 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,14,2 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,15,3 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,16,4 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,17,5 PM,36,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,18,6 PM,42,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,19,7 PM,50,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,20,8 PM,57,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,21,9 PM,71,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,22,10 PM,73,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,23,11 PM,68,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,0,12 AM,44,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Friday,1,1 AM,26,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,6,6 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,7,7 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,8,8 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,9,9 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,10,10 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,11,11 AM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,12,12 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,13,1 PM,0,
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,14,2 PM,28,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,15,3 PM,34,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,16,4 PM,44,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,17,5 PM,50,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,18,6 PM,55,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,19,7 PM,55,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,20,8 PM,71,Usually a little busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,21,9 PM,86,Usually as busy as it gets
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,22,10 PM,89,Usually as busy as it gets
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,23,11 PM,81,Usually as busy as it gets
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,0,12 AM,68,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,1,1 AM,52,Usually not too busy
Danny Boy Draft Works,"54721 Burdette St, South Bend, IN 46637",4.5,225,$10–20,"['Brewpub', 'Bar', 'Restaurant']",41.698993,-86.22518699999999,Saturday,2,2 AM,42,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,6,6 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,7,7 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,8,8 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,9,9 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,10,10 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,11,11 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,12,12 PM,6,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,13,1 PM,7,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,14,2 PM,7,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,15,3 PM,10,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,16,4 PM,13,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,17,5 PM,18,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,18,6 PM,19,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,19,7 PM,20,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,20,8 PM,21,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,21,9 PM,24,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,22,10 PM,26,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,23,11 PM,24,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,0,12 AM,19,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,1,1 AM,14,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Sunday,2,2 AM,9,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,6,6 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,7,7 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,8,8 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,9,9 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,10,10 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,11,11 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,12,12 PM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,13,1 PM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,14,2 PM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,15,3 PM,9,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,16,4 PM,9,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,17,5 PM,13,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,18,6 PM,18,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,19,7 PM,25,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,20,8 PM,30,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,21,9 PM,32,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,22,10 PM,30,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,23,11 PM,25,Usually not too busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,0,12 AM,16,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,1,1 AM,10,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Monday,2,2 AM,6,Usually not busy
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,6,6 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,7,7 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,8,8 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,9,9 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,10,10 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,11,11 AM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,12,12 PM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,13,1 PM,0,
Cheers Bar and Grill,"103 S Dixie Way, South Bend, IN 46637",4.2,725,$10–20,"['Bar & grill', 'Karaoke bar', 'Live music venue', 'Pizza restaurant']",41.7156442,-86.25079009999999,Tuesday,14,2 PM,0,
